"lineID";"day";"adFlag";"availability";"competitorPrice";"order";"price";"revenue";"pid";"manufacturer";"group";"content";"unit";"pharmForm";"genericProduct";"salesIndex";"category";"campaignIndex";"rrp";"quantity"
1435398;52;1;1;14,18;1;16,45;16,45;6178;262;"1COS20";"50";"ST";"WKM";0;40;"18";"B";23,5;1
1435732;52;1;1;6,41;1;7,65;7,65;19955;125;"2FOI";"35";"G";"LOE";0;40;"290";"MISSING";10,97;1
1435759;52;0;1;6,14;1;7,1;7,1;441;4;"10OK11OI";"20";"ST";"DRA";0;40;"11";"MISSING";10,42;1
1435800;52;0;1;10,29;0;10,95;0;1224;141;"19OS28OQ";"30";"ST";"DRA";0;52;"9";"MISSING";13,57;0
1435882;52;0;1;7,52;0;7,41;0;17196;555;"20OH4";"3";"ST";"PFL";0;53;"64";"MISSING";8,24;0
1436115;52;0;1;7,14;0;7,14;0;1461;105;"18OI0EOI";"10";"ST";"FTA";1;40;"206";"MISSING";7,93;0
1436270;52;0;1;1,63;0;1,93;0;12456;449;"21OJ0";"150";"G";"BON";0;53;"26";"MISSING";2,04;0
1436557;52;0;3;3,49;0;3,37;0;12472;13;"22OIG";"5";"ST";"TUE";0;53;"MISSING";"MISSING";3,37;0
1436562;52;0;1;11,76;0;11,86;0;20376;7;"14OI03OI";"16";"ST";"VSU";0;53;"7";"MISSING";13,18;0
1436957;52;1;1;9,11;0;10,95;0;2246;233;"18OZ0FIO";"350";"ML";"FLU";0;53;"27";"MISSING";13,53;0
1437018;52;0;1;3,18;0;2,15;0;8977;18;"1COJ00OZ";"20";"ST";"TAB";1;40;"48";"C";4,39;0
1437173;52;1;1;8,78;1;9,85;9,85;20912;52;"13OT00OZ";"30";"G";"CRE";0;40;"90";"MISSING";14,27;1
1437587;52;0;1;6,48;0;4,07;0;8024;155;"22OI3";"50";"ML";"CRE";0;53;"8";"MISSING";7,15;0
1437612;52;0;1;3,84;0;5,45;0;8253;82;"19OZ10SI";"20";"ST";"BTA";0;40;"50";"B";9,85;0
1437675;52;0;1;27,35;0;28;0;19595;141;"20OH4";"6";"ST";"";0;53;"64";"B";34,53;0
1437979;52;0;1;7,87;0;8,87;0;10290;201;"21OK3";"120";"ST";"TAB";0;53;"150";"MISSING";9,85;0
1438090;52;0;1;5,38;0;6,55;0;17435;84;"10OK0FIK";"16";"ST";"GRA";0;53;"11";"MISSING";6,63;0
1438152;52;1;1;12,6;1;16,45;16,45;1248;84;"10OK0F";"50";"ML";"FLU";0;40;"48";"MISSING";22,44;1
1438268;52;0;1;4,9;0;4,91;0;19301;119;"21OK3";"150";"ST";"WKA";0;53;"280";"MISSING";5,45;0
1438344;52;1;1;4,83;1;6;6;15491;65;"13OX06ST";"50";"ML";"LOE";0;52;"121";"A";7,03;1
1438375;52;0;1;21,98;0;24,74;0;20403;238;"21OKG";"100";"ST";"KAP";0;53;"244";"MISSING";27,49;0
1438558;52;0;1;0;0;6,55;0;15694;319;"24OI";"10";"ST";"KON";0;53;"231";"MISSING";9,69;0
1438629;52;0;1;5,5;0;6,19;0;411;159;"22OIG";"1";"ST";"";0;53;"118";"MISSING";6,88;0
1438674;52;1;1;9,5;0;8,75;0;6692;669;"1DOZ32";"25";"ML";"SPR";0;53;"224";"MISSING";11,88;0
1438691;52;0;3;10,63;0;14,69;0;12051;563;"23";"27.6";"G";"PST";0;53;"307";"MISSING";16,31;0
1439295;52;1;1;2,52;0;3,03;0;4838;18;"10OT30OK";"10";"ST";"HKP";1;40;"66";"MISSING";4,98;0
1439350;52;0;1;34,08;0;35,15;0;17316;76;"13OI0EIH";"6.6";"ML";"";0;40;"221";"MISSING";46,15;0
1439610;52;0;4;5,05;0;4,9;0;9533;52;"13OH0F";"8";"ML";"GEL";0;53;"46";"A";7,57;0
1439645;52;0;1;13,73;0;16,34;0;7548;41;"22OI3";"40";"ML";"FLU";0;53;"38";"MISSING";18,15;0
1439832;52;0;1;15,81;0;19,76;0;10022;590;"13OX04OZ";"250";"G";"SAL";0;40;"121";"MISSING";21,96;0
1439845;52;0;1;3,6;0;5,45;0;16144;58;"18OI0EOI";"50";"ST";"FTA";0;40;"50";"MISSING";10,89;0
1439851;52;0;3;0;0;20,79;0;21136;85;"21OKG";"15";"ST";"KAP";0;53;"MISSING";"MISSING";23,1;0
1439998;52;1;1;6,46;1;8,75;8,75;5971;4;"10OK31OH";"20";"ST";"FTA";0;40;"346";"MISSING";12,62;1
1440118;52;0;1;4,72;0;4,9;0;12545;329;"21OKG";"60";"ST";"KAP";0;53;"131";"MISSING";6,33;0
1440405;52;1;1;8,57;0;9,85;0;3662;37;"2FOI";"150";"ML";"SAF";0;40;"212";"MISSING";14,14;0
1440478;52;0;1;12,08;0;13,84;0;13820;513;"1DOIF0ZO";"10";"ML";"ATR";0;53;"39";"MISSING";15,38;0
1440632;52;1;1;17,58;0;18,64;0;11859;255;"10II31";"100";"ST";"TAB";0;40;"193";"MISSING";25,5;0
1440914;52;0;1;18,64;0;21,95;0;14704;176;"1EOH2F";"1";"P";"TES";0;53;"51";"MISSING";21,95;0
1441354;52;0;1;6,04;0;5,45;0;17858;37;"22OJ";"25";"ML";"GEL";0;53;"145";"A";6,04;0
1441698;52;1;1;14,91;0;18,64;0;16641;52;"18OZ00IS";"150";"G";"GEL";0;40;"346";"MISSING";26,68;0
1441770;52;1;1;4,38;1;4,35;8,7;1567;4;"19OZ1ESI";"20";"ST";"TAB";0;40;"50";"MISSING";8,77;2
1441990;52;0;1;3,82;0;4,04;0;2133;20;"1EOH1";"50";"ST";"TTR";0;53;"228";"MISSING";4,49;0
1442195;52;1;1;0;0;18,64;0;21910;540;"13II0F";"1";"ST";"DOS";0;53;"20";"MISSING";21,95;0
1442414;52;0;2;35,16;0;39,56;0;11594;590;"13OX04OZ";"500";"ML";"LOE";0;40;"14";"MISSING";43,95;0
1442700;52;1;1;17,59;0;17,55;0;8805;67;"21OI1";"60";"ST";"KAP";0;53;"195";"MISSING";22,65;0
1442706;52;0;1;8,78;0;8,81;0;15690;916;"21OKG";"10";"ST";"KMR";0;53;"69";"MISSING";9,79;0
1443020;53;0;1;22,51;0;19,75;0;12451;125;"21OK3";"60";"ST";"KAP";0;53;"115";"MISSING";25,56;0
1444136;53;1;1;3,61;0;3,25;0;4529;18;"1COJ0EOT";"20";"ST";"FTA";1;40;"92";"C";8,12;0
1444193;53;0;1;3,35;0;3,25;0;2032;57;"22OI3";"15";"ML";"XGM";0;53;"135";"MISSING";3,25;0
1444238;53;0;1;5,24;0;5,9;0;17484;256;"18OZ0FIO";"100";"ML";"GEL";0;52;"MISSING";"MISSING";6,55;0
1444265;53;0;1;5,72;0;6,2;0;20385;52;"22OIE";"50";"ML";"CRE";0;53;"84";"MISSING";6,9;0
1444553;53;0;1;7,34;1;8,8;17,6;2511;123;"21OK3";"20";"ST";"GRA";0;53;"71";"MISSING";9,67;2
1444710;53;0;2;15,48;0;16,79;0;8861;155;"22OI3";"200";"ML";"LOT";0;53;"MISSING";"MISSING";18,64;0
1444812;53;0;1;11,87;1;10,95;21,9;9863;250;"19OS28";"30";"ST";"DRA";0;40;"9";"MISSING";16,49;2
1445326;53;0;1;8,23;1;8,27;8,27;18858;7;"14OZ2F";"25";"G";"CRE";0;53;"202";"MISSING";9,19;1
1445550;53;1;1;5,8;0;6,55;0;7833;84;"19OZ10SI";"10";"ST";"GSE";0;40;"132";"B";9,88;0
1445598;53;0;1;13,19;0;10,95;0;13376;851;"18OZ0F";"200";"ML";"GEL";0;53;"146";"MISSING";18,64;0
1446051;53;0;1;18,16;0;17,2;0;1945;103;"13OX0FSK";"1000";"ML";"LOE";0;52;"121";"MISSING";19,95;0
1446071;53;1;1;3,52;1;4,9;4,9;3850;84;"1DOIF0IZ";"10";"G";"ASN";0;40;"101";"MISSING";7,08;1
1446120;53;0;1;12,52;0;14,16;0;8424;120;"2FOI";"20";"ML";"EIN";0;40;"96";"MISSING";15,35;0
1446148;53;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
1446151;53;0;1;1,59;0;1,59;0;9262;24;"1COI00OT";"10";"ML";"NAS";1;40;"132";"MISSING";2,62;0
1446587;53;1;1;4,94;1;4,35;4,35;2915;89;"20OI3";"40";"ST";"PFL";0;53;"12";"A";5,58;1
1446625;53;1;1;2,4;1;1,76;3,52;13180;328;"11OI02OJ";"100";"ST";"TAB";1;40;"119";"MISSING";3,52;2
1446739;53;0;1;4,71;0;4,9;0;6101;84;"10OZ03OH";"20";"ST";"KTA";1;40;"5";"MISSING";7,46;0
1446936;53;0;1;10,77;0;12,76;0;139;71;"21OK2";"260";"G";"PUL";0;53;"28";"MISSING";14,18;0
1447608;53;1;1;6,99;1;6,55;6,55;20727;125;"13OT00OZ";"15";"G";"CRE";0;40;"90";"MISSING";8,73;1
1447638;53;0;1;6,37;0;6,33;0;11893;52;"18OI01OS";"10";"ST";"WKA";1;40;"50";"MISSING";7,67;0
1447649;53;0;1;3,62;0;5,91;0;15327;380;"1COI10SZ";"12";"ST";"TAB";0;40;"92";"B";6,57;0
1447751;53;0;1;5,06;0;5,9;0;10399;60;"22OK1";"75";"ML";"CRE";0;53;"117";"MISSING";6,55;0
1447808;53;1;1;9,56;0;12,04;0;1642;105;"18OI0EOZ";"30";"ST";"TAB";1;40;"50";"MISSING";15,94;0
1447928;53;0;1;12,53;0;10,95;0;8488;265;"22OI3";"200";"ML";"LOT";0;53;"95";"MISSING";16,58;0
1447961;53;0;1;9,89;1;10,95;10,95;7526;133;"1DOIF0ZO";"3X10";"G";"AUG";0;40;"39";"MISSING";16,04;1
1448014;53;1;1;8,45;1;8,75;8,75;8828;176;"13OI00ZO";"50";"G";"PST";0;40;"90";"MISSING";14,39;1
1448127;53;0;1;7,47;1;8,2;8,2;7363;105;"19OZ22OS";"2";"ST";"FTA";0;40;"204";"MISSING";11,55;1
1448134;53;1;1;8,99;1;10,95;10,95;11569;123;"10IZ22KO";"200";"ST";"TMR";0;40;"71";"MISSING";15,5;1
1448319;53;0;1;6,48;0;7,78;0;20758;556;"10OK0F";"20";"ML";"Tei";0;40;"11";"MISSING";8,63;0
1448387;53;1;1;14,91;0;18,64;0;16641;52;"18OZ00IS";"150";"G";"GEL";0;40;"346";"MISSING";26,68;0
1448479;53;0;1;9,32;1;10,11;10,11;12514;65;"22OI3";"500";"ML";"LOT";0;53;"95";"MISSING";11,23;1
1448491;53;0;1;6,22;0;6,55;0;12581;172;"18OZ00IK";"50";"G";"GEL";0;40;"25";"MISSING";8,63;0
1448516;53;1;1;3,52;0;4,9;0;3850;84;"1DOIF0IZ";"10";"G";"ASN";0;40;"101";"MISSING";7,08;0
1448690;53;0;1;8,75;0;9,85;0;13956;84;"11OI02OJ";"98";"ST";"TMR";1;40;"119";"MISSING";13,6;0
1448814;53;0;1;4,28;1;4,35;4,35;14108;318;"10OI00OZ";"75";"ML";"ZPA";0;53;"36";"MISSING";5,38;1
1448881;53;1;1;51,63;0;57,15;0;3210;196;"21OK3";"30";"ST";"TRA";0;53;"102";"MISSING";68,15;0
1448932;53;0;1;17,59;0;22,73;0;21139;89;"22OH";"50";"ML";"CRE";0;53;"MISSING";"MISSING";22,73;0
1449019;53;0;1;2,41;0;2,96;0;6697;21;"22OI5";"2";"ST";"";0;53;"110";"MISSING";3,29;0
1449203;53;1;1;1,57;0;1,32;0;2492;82;"1COI00OT";"10";"ML";"NAS";1;40;"132";"MISSING";2,64;0
1449412;53;0;1;6,04;1;6,55;6,55;21022;84;"19OZ10SI";"10";"ST";"BTA";0;40;"50";"MISSING";8,73;1
1449474;53;0;2;6,59;0;6,52;0;886;271;"10OI01II";"25";"G";"GEL";0;40;"143";"MISSING";7,25;0
1449597;53;1;1;12,08;0;14,25;0;1555;84;"10OK0FIK";"100";"ST";"KTA";0;40;"11";"MISSING";18,83;0
1449630;53;0;1;6,59;1;5,23;5,23;13261;82;"1COS21OI";"20";"ST";"BTA";1;40;"18";"B";11,83;1
1449635;53;0;1;17,04;0;19,7;0;19973;257;"22OH";"50";"ML";"CRE";0;53;"111";"A";21,89;0
1449670;53;0;1;5,38;0;5,29;0;3008;33;"19OZ1ESI";"20";"ST";"TAB";0;40;"50";"MISSING";5,87;0
1450137;53;0;1;3,93;0;5,8;0;16054;163;"20OHG";"1";"ST";"";0;53;"248";"MISSING";6,44;0
1450777;53;0;1;5,25;0;5,91;0;8998;179;"13OI02OI";"50";"G";"CRE";0;40;"72";"MISSING";6,57;0
1450960;53;1;1;4,94;0;5,45;0;16256;79;"18OI0EOI";"150";"ML";"SUS";0;40;"277";"B";7,46;0
1451008;53;1;1;10,77;1;12,04;12,04;9623;84;"19OZ10SI";"20";"ST";"GSE";0;40;"277";"B";16,49;1
1451174;53;0;1;5,27;0;7,08;0;11953;82;"13OI0EIS";"15";"G";"CRE";0;40;"221";"MISSING";7,87;0
1451194;53;0;1;9,28;1;11,34;11,34;2055;219;"22OI3";"200";"ML";"BAL";0;53;"29";"MISSING";12,6;1
1451298;53;0;1;10,74;0;11,78;0;3549;83;"22OI3";"40";"ML";"CRE";0;53;"121";"MISSING";13,09;0
1451407;53;0;1;15,28;0;15,33;0;13375;133;"1DOIF0IZ";"3X10";"ML";"ATR";0;40;"39";"MISSING";17,04;0
1451889;53;1;1;4,5;0;4,68;0;7403;328;"18OI0EOI";"50";"ST";"FTA";1;40;"66";"MISSING";9,91;0
1452171;53;1;1;25,84;0;26,35;0;16091;133;"1DOIF0ZO";"2X15";"ML";"ATR";0;53;"39";"MISSING";37,9;0
1452313;53;1;1;5,6;1;6;6;11951;97;"13OT00OZ";"15";"G";"CRE";0;40;"46";"MISSING";8,24;1
1452384;53;0;1;8,46;0;9,85;0;11894;52;"18OI01OS";"20";"ST";"WKA";1;40;"50";"MISSING";12,62;0
1452519;53;0;2;55,43;0;57,15;0;11413;97;"13II0FOZ";"120";"ST";"WKA";0;40;"8";"MISSING";71,39;0
1452846;53;1;1;9,56;1;12,04;12,04;1642;105;"18OI0EOZ";"30";"ST";"TAB";1;40;"50";"MISSING";15,94;1
1452854;53;0;1;5,43;0;5,45;0;7798;540;"19OZ22OZ";"2";"ST";"FTA";0;40;"204";"MISSING";7,56;0
1453084;53;0;4;4,6;0;4,35;0;17383;250;"1COI0FKO";"20";"ML";"NAS";0;53;"132";"MISSING";6,57;0
1453146;53;1;1;3,84;0;3,8;0;12379;82;"10OZ12OZ";"7";"ST";"TMR";0;40;"5";"MISSING";6,44;0
1453183;53;0;1;13,06;0;10,95;0;19258;166;"1DOI4FOT";"10";"ML";"ATR";0;40;"130";"MISSING";16,45;0
1453190;53;0;1;2,22;1;2,42;2,42;6598;248;"22OZ0";"1";"ST";"ZBU";0;53;"162";"MISSING";2,68;1
1453584;53;1;1;7,13;1;8,2;8,2;1247;84;"10OK0F";"20";"ML";"FLU";0;40;"48";"MISSING";11,5;1
1453774;53;0;1;11,21;1;14,25;14,25;14668;98;"13IO0EOI";"2X50";"G";"GEL";0;40;"251";"MISSING";18,12;1
1453780;53;0;1;30,75;0;34,61;0;18771;234;"21OIG";"30X2";"G";"PUL";0;53;"69";"MISSING";38,45;0
1453796;53;0;1;3,08;0;3,25;0;17297;4;"1COS31OS";"100";"ML";"LSE";0;40;"212";"B";4,98;0
1453843;53;0;1;10,66;0;10,95;0;12353;281;"21OK4";"14";"ST";"BEU";0;53;"69";"MISSING";16,45;0
1454036;53;0;1;6,37;0;4,9;0;17965;65;"13OX0E";"100";"ML";"LOE";0;52;"127";"MISSING";7,01;0
1454147;53;0;1;8,79;0;10,87;0;14303;384;"1COK3";"50";"ML";"TRO";0;40;"213";"B";12,08;0
1454244;53;0;1;19,68;0;30,51;0;370;82;"1COJ0FIK";"100";"ST";"TAB";1;40;"92";"C";33,9;0
1454301;53;1;1;2,31;1;2,15;6,45;2490;82;"1COI00OT";"10";"ML";"NAS";1;40;"132";"C";4,28;3
1454343;53;0;1;5,04;0;4,9;0;5403;156;"22OI3";"150";"ML";"SCH";0;53;"76";"MISSING";6,13;0
1454404;53;1;1;15,22;0;16,45;0;21784;114;"2FOI";"10";"G";"GLO";0;40;"298";"MISSING";19,04;0
1454588;53;0;1;12,97;1;6,77;6,77;6191;18;"1COJ0EOT";"20";"ML";"TRO";0;40;"92";"C";20,11;1
1454686;53;0;1;4,35;1;4,35;4,35;4914;84;"13OK0F";"20";"G";"CRE";0;40;"121";"MISSING";6,33;1
1454989;53;0;1;4,02;0;3,92;0;9507;101;"10OS0F";"30";"ST";"KAP";0;52;"44";"MISSING";4,35;0
1455397;53;0;1;35,19;0;43,46;0;12962;37;"19OJ0FZS";"60";"ST";"FTA";0;40;"208";"MISSING";48,29;0
1455437;53;0;1;15,83;0;15,62;0;14306;142;"22OI2";"200";"ML";"LOT";0;53;"24";"MISSING";16,61;0
1455687;53;0;1;6,55;0;6,55;0;6225;1;"2FOI";"200";"ST";"TAB";0;40;"178";"MISSING";9,19;0
1455839;53;0;1;7,25;0;7,65;0;19099;262;"19OZ1ESI";"10";"ST";"PUL";0;40;"292";"B";10,88;0
1455849;53;1;1;5,81;0;6,55;0;1145;52;"18OZ00IS";"60";"G";"GEL";0;40;"25";"MISSING";9,31;0
1455924;53;0;1;14,29;1;16,45;16,45;17961;58;"13OI0EIJ";"3";"ML";"LOE";0;40;"123";"MISSING";32,89;1
1455950;53;0;1;27,35;1;28;28;19595;141;"20OH4";"6";"ST";"";0;53;"64";"B";34,53;1
1456232;53;1;1;9,12;0;9,85;0;20914;52;"13OT00OZ";"50";"G";"CRE";0;40;"46";"MISSING";14,25;0
1456762;53;0;1;15,35;0;14,79;0;21486;101;"21OKG";"60";"ST";"KAP";0;53;"91";"MISSING";15,35;0
1456904;53;0;1;3,55;1;4,35;4,35;1571;311;"20OI3";"1";"ST";"PFL";0;53;"12";"MISSING";5,51;1
1457047;53;0;1;12,09;0;12,97;0;3249;155;"22OI3";"30";"ML";"CRE";0;53;"251";"MISSING";14,41;0
1457071;53;0;3;8,78;0;8,75;0;21232;79;"2EOZ";"1";"ST";"FSE";0;53;"127";"B";10,99;0
1457171;53;1;1;14,03;0;14,25;0;21515;219;"22OI3";"13";"ML";"Kon";0;53;"29";"MISSING";17,55;0
1457204;53;1;1;14,03;0;14,25;0;21514;219;"22OI3";"13";"ML";"KON";0;53;"29";"MISSING";17,55;0
1457252;53;0;1;37,28;0;39,5;0;20302;475;"21OKG";"30X3";"G";"BEU";0;53;"69";"MISSING";43,89;0
1457390;53;1;1;13,73;0;14,25;0;8078;176;"22OH";"200";"ML";"GEL";0;53;"310";"A";20,3;0
1457908;53;1;1;5,86;1;6,55;13,1;19524;37;"1COI01OJ";"15";"ML";"NAS";0;40;"132";"MISSING";9,74;2
1457913;53;0;1;14,83;1;16,45;16,45;1723;84;"13OI02IO";"50";"G";"CRE";0;40;"72";"MISSING";21,99;1
1457949;53;0;1;22,2;1;24,97;24,97;14291;86;"10IJ0FOI";"30";"ST";"FTA";1;40;"205";"MISSING";27,74;1
1457975;53;1;1;5,38;1;5,78;5,78;10057;247;"1COJ00OZ";"20";"ST";"DRA";1;40;"48";"MISSING";8,77;1
1458009;53;1;1;4,38;1;4,35;4,35;1567;4;"19OZ1ESI";"20";"ST";"TAB";0;40;"50";"MISSING";8,77;1
1458032;53;1;1;6,92;0;7,1;0;16311;56;"12OS0F";"10";"ST";"SUP";0;40;"192";"MISSING";10,42;0
1458054;53;0;1;10,87;0;10,95;0;9718;690;"22OI2";"200";"ML";"LOT";0;53;"83";"MISSING";12,87;0
1458190;53;0;1;7,58;0;6,55;0;11872;805;"22OIF";"200";"ML";"SHA";0;53;"75";"MISSING";9,79;0
1458321;53;1;1;3,01;0;3,8;0;15925;82;"18OI0EOI";"10";"ST";"FTA";1;40;"50";"B";6,26;0
1458341;53;0;1;7,1;0;6,39;0;18007;329;"21OKG";"40";"ST";"KAP";0;53;"267";"MISSING";7,1;0
1458393;53;1;1;3,61;0;3,8;0;16255;79;"18OI0EOI";"100";"ML";"SUS";0;40;"351";"B";5,6;0
1458552;53;1;1;8,11;0;8,75;0;2810;56;"12OS0F";"25";"G";"SAL";0;40;"192";"MISSING";13,17;0
1458560;53;0;1;20,31;0;21,95;0;1479;343;"1EOH20OZ";"50";"ST";"TTR";0;53;"99";"MISSING";29,69;0
1458618;53;1;1;15;0;16,45;0;19331;121;"21OKG";"60";"ST";"TAB";0;53;"104";"MISSING";20,85;0
1458852;53;1;1;5,81;0;6,55;0;1145;52;"18OZ00IS";"60";"G";"GEL";0;40;"25";"MISSING";9,31;0
1458951;53;0;1;16,15;0;18,32;0;11321;55;"21OKG";"40";"ST";"KAP";0;53;"69";"MISSING";20,35;0
1459177;53;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
1459258;53;0;1;5,32;0;5,63;0;3268;370;"13OI00ZO";"25";"G";"SAL";0;40;"90";"MISSING";6,26;0
1459322;53;0;1;7,08;0;8,2;0;2770;247;"1COJ00OZ";"10";"ST";"SUP";0;40;"48";"MISSING";12,08;0
1459543;53;0;1;8,73;1;8,75;8,75;17459;225;"22OJ";"125";"ML";"CRE";0;53;"145";"A";10,99;1
1460054;53;0;2;3,06;0;4,15;0;3350;512;"22OI3";"100";"ML";"CRE";0;53;"MISSING";"MISSING";4,61;0
1460579;53;0;1;7,95;0;7,65;0;15367;123;"21OK2";"30";"ST";"GRA";0;53;"266";"MISSING";10,29;0
1460596;53;0;1;3,86;0;7,1;0;8175;82;"19OZ10OI";"100";"ST";"TAB";0;40;"50";"B";9,64;0
1460690;53;1;1;8,78;0;10,95;0;19594;125;"1COZ00IJ";"40";"ST";"LUT";0;40;"138";"B";14,88;0
1460695;53;1;1;0;1;10,95;10,95;21888;1;"2FOI";"80";"ST";"TAB";0;40;"346";"MISSING";14,25;1
1461355;53;0;1;6,55;0;6,55;0;6225;1;"2FOI";"200";"ST";"TAB";0;40;"178";"MISSING";9,19;0
1461483;53;0;1;14,47;0;13,14;0;6669;20;"1EOK01ZJ";"96";"ST";"FTA";0;40;"128";"MISSING";19,02;0
1461710;53;0;1;7,47;1;7,1;7,1;9355;1;"2FOI";"50";"G";"SAL";0;40;"271";"MISSING";9,35;1
1461831;53;0;1;4,08;0;3,74;0;4452;288;"20OI3";"5";"ST";"PFL";0;53;"12";"MISSING";5,61;0
1462041;53;0;1;4,62;1;5,2;5,2;10310;309;"1COS21OZ";"50";"ST";"DRA";1;40;"18";"B";5,78;1
1462140;53;0;1;12,97;0;10,95;0;2797;37;"21OI2";"4X200";"ML";"FLU";0;53;"134";"MISSING";17,64;0
1462309;53;1;1;2,68;1;2,7;16,2;2491;82;"1COI00OT";"15";"ML";"NAS";1;40;"66";"MISSING";5,47;6
1462598;53;1;1;12,86;0;13,14;0;8307;37;"10OJ03JS";"20";"ST";"GRA";0;53;"73";"MISSING";19,32;0
1462667;53;0;1;0;0;10,95;0;9441;154;"22OI3";"50";"ML";"OEL";0;53;"10";"MISSING";10,95;0
1462828;53;1;1;1,57;1;1,32;3,96;2492;82;"1COI00OT";"10";"ML";"NAS";1;40;"132";"MISSING";2,64;3
1462867;53;0;1;15,06;0;16,34;0;5000;48;"22OI3";"75";"ML";"CRE";0;53;"29";"MISSING";18,15;0
1463095;53;0;1;6,81;0;7,1;0;12497;168;"1COSF";"100";"ML";"SAF";0;40;"101";"B";10,89;0
1463521;53;0;1;3,82;0;4,04;0;2133;20;"1EOH1";"50";"ST";"TTR";0;53;"228";"MISSING";4,49;0
1463676;53;1;1;2,52;0;3,03;0;4838;18;"10OT30OK";"10";"ST";"HKP";1;40;"66";"MISSING";4,98;0
1463746;53;1;1;25,3;0;28,55;0;14286;156;"12OIE1OH";"100";"ST";"FTA";0;40;"22";"MISSING";38,45;0
1463931;53;0;1;2,45;0;4,37;0;11644;24;"13OI02OI";"50";"G";"CRE";0;40;"72";"MISSING";4,85;0
1463967;53;1;1;35,08;0;36,25;0;19283;121;"14OH1F";"80";"ST";"HKP";0;40;"104";"MISSING";46,15;0
1464026;53;1;1;8,68;0;8,75;0;14922;18;"1COJ0FIK";"50";"ST";"TAB";1;40;"66";"C";18,81;0
1464188;53;1;1;10,98;0;9,85;0;9647;12;"21OKG";"60";"ST";"KAP";0;53;"128";"MISSING";15,35;0
1464368;53;0;1;4,94;0;5,45;0;15323;84;"22OIE";"50";"ML";"BAL";0;53;"84";"MISSING";5,57;0
1464502;53;0;1;39,49;0;41,75;0;8897;52;"19OT10OI";"14";"ST";"PFL";0;40;"98";"MISSING";52,45;0
1464848;53;0;1;7,44;1;8,87;8,87;15243;254;"18OI0EOI";"20";"ST";"GRA";1;40;"277";"MISSING";9,85;1
1464892;53;1;1;14,91;0;18,64;0;16641;52;"18OZ00IS";"150";"G";"GEL";0;40;"346";"MISSING";26,68;0
1465088;53;1;1;13,08;0;16,45;0;14070;1;"2FOI";"80";"ST";"TAB";0;40;"208";"MISSING";20,02;0
1465543;53;0;1;7,03;0;7,65;0;8420;168;"2FOI";"50";"ST";"TAB";0;40;"138";"B";11,55;0
1465647;53;0;2;4,94;0;4,94;0;20752;248;"22OZ0";"36";"ST";"";0;53;"MISSING";"MISSING";5,49;0
1465729;53;0;1;10,99;0;10,95;0;13723;1;"2FOI";"420";"ST";"TAB";0;40;"173";"MISSING";14,74;0
1465744;53;0;1;22,9;0;18,64;0;3358;515;"20OHK";"200";"ST";"LAN";0;53;"201";"MISSING";26,03;0
1465774;53;1;1;8,99;0;10,95;0;11569;123;"10IZ22KO";"200";"ST";"TMR";0;40;"71";"MISSING";15,5;0
1465876;53;0;1;14,4;0;15,35;0;13388;37;"1COS20IK";"100";"ST";"KMR";0;40;"18";"B";22,11;0
1465922;53;0;1;2,17;1;4,65;4,65;5626;82;"13OJ11OK";"2";"G";"CRE";0;40;"161";"B";5,17;1
1465969;53;0;1;9,56;0;10,39;0;1564;105;"18OI0EOI";"50";"ST";"FTA";1;40;"50";"MISSING";14,86;0
1466107;53;0;1;29,34;0;35,15;0;17316;76;"13OI0EIH";"6.6";"ML";"";0;40;"221";"MISSING";46,15;0
1466168;53;0;1;14,74;0;14,25;0;18648;122;"22OI3";"150";"ML";"LOT";0;53;"95";"MISSING";14,74;0
1466447;53;0;1;11,13;0;13,82;0;1231;312;"18OZ0FIO";"100";"G";"CRE";0;52;"25";"MISSING";15,35;0
1466515;53;0;1;12,53;0;10,95;0;18091;84;"1EOH20OZ";"1";"ST";"";0;53;"66";"MISSING";43,73;0
1466567;53;0;1;8,71;0;8,75;0;10682;363;"2FOI";"400";"ST";"TAB";0;40;"184";"MISSING";10,89;0
1466657;53;0;1;9,59;1;10,79;10,79;20723;1033;"1DOIF0ZO";"10";"ML";"ATR";0;53;"39";"MISSING";11,99;1
1466975;53;0;1;41,79;0;47,25;0;20858;798;"2FOI";"90";"ST";"TAB";0;44;"235";"MISSING";54,78;0
1467109;53;0;1;13,19;0;14,81;0;19539;101;"21OK3";"30";"ST";"TAB";0;53;"75";"MISSING";16,45;0
1467275;53;0;2;8,71;0;9,8;0;1327;322;"2FOI";"150";"ST";"TAB";0;40;"226";"MISSING";10,89;0
1467420;53;0;2;13,23;0;14,36;0;19545;41;"22OI0";"4.5";"G";"STI";0;53;"281";"MISSING";15,95;0
1467538;53;0;1;15,06;0;16,45;0;16633;168;"1COSF";"50";"ST";"DRA";0;40;"132";"B";23,98;0
1467671;53;0;1;11,86;0;12,04;0;665;41;"22OI2";"200";"ML";"GEL";0;53;"6";"MISSING";15,95;0
1467726;53;0;1;13,73;1;16,34;16,34;7548;41;"22OI3";"40";"ML";"FLU";0;53;"38";"MISSING";18,15;1
